inclination_EM has_grb thetaCore eta_gamma log10_Egamma_fermi_gbm log10_Egamma_swift_bat log10_Egamma_gecam log10_Ekin_iso log10_n0 redshift luminosity_distance prompt_collapse
1.13669926451731 True 0.07697619644159655 0.12069168852542848 -65.30653788445748 -158.8081371102406 -39.16853420769278 49.44760368991282 -0.5074018482757587 1.329637811353949 9658.295421758768 1
1.4287788428226151 True 0.3331854767934056 0.1177065613488865 -30.37066716437841 -90.0077147977517 -13.6631913647322 46.016361449784256 -3.0512565405034655 1.3928057824570856 10226.85558610144 1
0.9584201321577066 True 0.08489688141653003 0.011402068569375876 -15.425188443009365 -64.15859276165723 -1.7639876723577639 50.770598808445115 -4.719265794468912 0.8333594547729719 5431.271522366544 2
1.4397326287247227 True 0.03138114511860542 0.12176579111442128 -173.18728422083265 -inf -119.77666945606708 49.584510261570436 -4.252947798403922 1.62178842393179 12333.141106773475 3
0.9401949565505632 True 0.05821087430658622 0.14976433682269316 -64.48606063244435 -158.86227510841238 -38.10355967424953 51.06345893216578 -0.7294486043782458 2.266016400273818 18561.94827548572 1
1.3218776829507766 True 0.1044245952708089 0.14237354729578763 -63.68245373173392 -155.07915743026814 -38.132765812540974 48.63902822379897 -4.600924637863518 0.8170450309465302 5301.072648684029 1
1.2603211567313006 True 0.10132119162411155 0.021313813701496827 -107.62561420855646 -238.21790002407334 -71.11306162112906 48.5800881407932 -4.819539420755692 1.843911272830701 14435.574283959792 1
0.3274613493838889 True 0.020759277363789835 0.042704575250646096 19.016893588098334 0.3031572244415792 24.327173653533592 50.286836883299905 -0.20494923605977533 4.057732452823209 37338.96311392147 1
1.2514785715395302 False 0.10576057318749398 0.012422509417182644 0.0 0.0 0.0 49.301624433891455 -2.772318134129735 0.752273408784359 4790.884411372867 4
0.4694807777228275 False 0.06589348047754744 0.055334893407295804 0.0 0.0 0.0  -4.753397984322028 0.7430701896737405 4719.296196651566 1
1.4008699221561176 True 0.18950052063445794 0.1194314655996061 -91.15898275193783 -208.82074997422356 -58.25658725018101 49.644821757833405 -4.143480645878831 1.7281547244764293 13333.238494415187 1
0.9909108301176128 False 0.18269863604155626 0.040508317262856856 0.0 0.0 0.0  -0.4959626318589665 1.6306146615527557 12415.637100878255 1
