redshift luminosity_distance mass_1_source mass_2_source chi_eff chi_1 chi_2 mass_1 mass_2 radius_1 radius_2 lambda_1 lambda_2 theta_jn phase psi ra dec geocent_time prompt_collapse inclination_EM log10_mej_dyn v_ej_dyn Ye_dyn log10_mdisk log10_mej_wind v_ej_wind Ye_wind chi_BH Ebv trigger_time redshift luminosity_distance prompt_collapse has_grb thetaCore log10_Ekin_iso log10_n0 afterglow_detected snr
0.2199002872586866 1125.9294394813676 1.1944171845551694 1.1488973202200858 0.0398226371035759 0.1008679622101727 -0.0236413331406133 1.4570698665455628 1.401540170967218 12.193157355991184 12.196111482546238 982.3887544156894 1221.883069462415 2.11630801601579 2.551047280756263 1.087034523220656 1.3404152502996014 -1.2378901045170672 2223952775.6755824 4 1.0252846375740032 -2.889168116613723 0.1643059812051898 0.2514125962470439 -0.7628650528456405 -1.2086295520959875 0.1104232704700631 0.3463156681730202 0.4393607046835999 0.19217077 69984.19438281925 0.2199002872586866 1125.9294394813676 4 False 0.2575972989407665 50.80539357038947 -0.0472016386814369 False 60.34
0.0973481852422767 462.43685085786433 1.8103911977083569 1.3772551895199532 0.0490627017963826 0.107756066854489 -0.0280892684946971 1.9866294953838568 1.5113284828352287 11.913992396538449 12.166570216995686 62.10405083954167 424.19192702602703 2.0929646217481737 3.814341505229309 0.6109441177100492 4.031714774328658 -0.6194067288849439 2210689253.5552206 1 1.0486280318416197 -3.5247982129326187 0.2496228139858238 0.2123451252428076 -1.655317852268349 -2.0770057617907938 0.0866886886319062 0.3346681463230254 0.7978411437695909 0.29423192 69830.68139531506 0.0973481852422767 462.43685085786433 1 True 0.1459464046503555 51.10672376419603 -4.512163731110157 True 127.548
0.2288113322750112 1177.397997293474 1.9463478126575813 1.2406933658427746 -0.0028338986078826 0.0372320962787113 -0.0656877540861059 2.391694248742317 1.524578067826028 11.713440739727083 12.1887261661586 31.618515743029025 790.2278649123232 0.8238006557725367 5.192361840587135 3.133235175903346 4.460699339462581 0.4842859126732546 2220261720.103982 1 0.8238006557725367 -3.493836097945932 0.2355724392858978 0.2138930465291848 -1.0 -1.495792541631911 0.1328041842692491 0.2117270378219267 0.7567677142909719 0.09301671 69941.47383222201 0.2288113322750112 1177.397997293474 1 True 0.2716831444453903 51.14600719890368 -1.558507770783554 True 83.999
0.218490268591862 1117.82352511258 1.93426258840384 1.121863624444282 -0.0222540601919229 -0.0383282529110368 0.0054602795352224 2.356880140871384 1.366979909072553 11.736744803235124 12.197588545823765 33.64522965790774 1393.277010610063 2.085774309382195 0.9447354707672198 2.095221449974487 1.452662041480527 0.1627266314405126 2229448116.143551 1 1.055818344207598 -3.410324009032945 0.2082145853840018 0.1629398395980342 -1.0 -1.5901727051938936 0.0927762268600096 0.3841975124283951 0.6874139688453447 0.30671376 70047.79786045777 0.218490268591862 1117.82352511258 1 True 0.1150424235934696 51.84647103167316 -2.5832979713622333 True 53.641
0.4754601950711065 2750.562396682465 1.5221036558402397 1.2691483858547117 0.053115747981519 0.0704570102971827 0.0323181808398483 2.245803356964484 1.8725779249673724 12.120781255392323 12.185772039603544 223.8176234854119 692.164631305976 2.791674920794625 2.444502362581255 1.6119109110295726 5.0429661008239135 -0.2989720797315949 2215003164.4579544 3 0.3499177327951683 -2.079713800071789 0.2124563973093777 0.3297028733285928 -0.6909250796733678 -0.8823337565265147 0.0546244471056348 0.3116242899550119 0.6975002012984329 0.11131301 69880.61091965224 0.4754601950711065 2750.562396682465 3 True 0.4521500440679404 50.62524415250678 -0.6089356135778177 True 37.925
0.1811160616046704 906.8366480297346 1.4738311190763014 1.1492904703588116 -0.0091845652917736 -0.0071085164428845 -0.0118468560504015 1.740765606833805 1.3574454339899789 12.138506014722658 12.196111482546238 275.7988594659828 1219.3512723718784 0.797562427060729 1.1649836434655392 0.9081678100186836 3.2744912680082474 0.0523066800780841 2219648513.05026 4 0.797562427060729 -1.9866700807586448 0.193611419120118 0.1645744053882912 -0.6003628018895291 -0.8600447356421508 0.1485719762366256 0.2007230621059443 0.6099133528291736 0.02336643 69934.3765283595 0.1811160616046704 906.8366480297346 4 False 0.3140652266738827 50.95608805161398 -3.3184538082520074 False 81.139
0.3032208596201283 1622.8448780460126 1.4892400685773888 1.1828868530869894 -0.0078848007293774 -0.0046316031758233 -0.0119805366276225 1.9408087223521635 1.5415628215133743 12.134074824890074 12.194634419268713 257.7472829200343 1037.1862833428704 3.009110891957912 4.496211294347527 2.566789032432532 2.816138507557036 0.3638803942020835 2215378458.3837914 4 0.1324817616318811 -2.007177651609091 0.1991896928367343 0.2558319372509319 -0.6251587222973075 -0.8433590426504077 0.1386617846489637 0.3974037703259103 0.6383960501981819 0.043339428 69884.95459934944 0.3032208596201283 1622.8448780460126 4 False 0.2117029076342363 51.265526538167855 -4.271665329785997 False 75.429
0.3497770020083855 1915.0338749681143 1.4730155562660312 1.1448981367978175 0.0535307255431555 0.0146401074833172 0.1035670419225042 1.9882425214484776 1.5453571746919446 12.139983078000183 12.196111482546238 277.95716473830265 1244.821516238793 0.4151635699012928 0.1592461526182789 2.757606362721428 1.3570458382125912 -0.4482814416062249 2227294116.8059177 4 0.4151635699012928 -1.982108585882969 0.1929897642280137 0.2259656454410448 -0.5960472014708348 -0.7591760279321624 0.1288667127716063 0.3272087198659396 0.6063350134265667 0.018820839 70022.86731256849 0.3497770020083855 1915.0338749681143 4 False 0.2671271627126785 50.96867151339502 -1.9414881174392733 True 60.279
0.2080516945321873 1058.1408036894115 1.8691073779054577 1.1654335433280674 0.0060595664836907 0.0014896296199754 0.0133887726468669 2.2579783351413014 1.4079039668821232 11.840139232662064 12.194634419268713 46.67082863954453 1127.0419662609172 0.9024336832990308 6.245364434862504 2.4672979119841054 3.141152022284667 -0.2155367479599036 2225974677.3120747 1 0.9024336832990308 -3.365146545214108 0.215095318544526 0.2743061334595821 -1.0 -2.0018336038546094 0.1374104485294157 0.2495318776204023 0.7080325269354737 0.056408368 70007.5960221305 0.2080516945321873 1058.1408036894115 1 True 0.0857961490188187 52.20101145766387 -1.9666505617879908 True 82.097
0.2557066728653117 1335.2228845816496 1.351430157577055 1.1179772486858353 0.0065527867754212 0.0048163836269571 0.0086517808142574 1.696999866780928 1.4038514912864053 12.172478470105794 12.197588545823765 475.39561906706575 1421.4417637906206 2.788136716868803 3.2079612419390644 2.151472228513214 6.045396875532661 -0.2815753221538924 2238024831.327132 4 0.3534559367209899 -2.1992883384798407 0.1767412578784566 0.1927406528042858 -0.6799129390204299 -0.838151525134516 0.1414954376870558 0.2543915176106335 0.5270483101832317 0.034295667 70147.06539730477 0.2557066728653117 1335.2228845816496 4 False 0.1363122224340917 51.2443902787989 -3.128966991549861 False 63.153
