 redshift gw_detected snr grb_detected DeltaOmega telt_vr lsstg lssti telt_ztf ztfg ztfi telt_roman f158 f213 telt_pstarrs telt_ultrasat ultrasat_custom ps1::i ps1::g afterglow_search radio_afterglow opt_afterglow xray_afterglow telt_vr_afterglow kn_visible grb_afg_visible kn_afg_visible detection_time
163 4.312 0 7.644 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
164 1.124 1 12.077 0 74.223 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
165 0.456 1 18.306 0 44.729 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
166 2.689 0 5.831 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
167 0.611 0 10.997 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
168 1.814 0 9.324 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
169 0.575 1 13.808 0 129.186 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
170 0.914 1 25.854 0 12.689 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
171 1.051 0 8.885 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
172 1.048 1 18.417 0 51.741 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
173 2.102 0 4.237 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
174 1.086 1 24.002 0 37.495 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
175 0.582 1 29.768 0 11.950 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
176 4.232 0 5.755 0 inf 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 0 0 0 0 0.000 0 0 0 
177 0.583 1 30.123 0 12.799 0.000 0 0 0.000 0 0 0.000 0 0 0.000 0.000 0 0 0 1 0 0 0 0.000 0 0 0 inf
