2050-07-10T10:22:11.124 radio-1.4GHz 19.098561 0.191818
2050-07-10T13:42:41.440 radio-1.4GHz 19.456064 0.273710
2050-07-10T13:55:48.073 radio-1.4GHz 19.306479 0.070335
2050-07-10T15:13:04.066 radio-1.4GHz 19.308234 0.172199
2050-07-10T23:26:53.118 radio-1.4GHz 18.966865 0.071454
2050-07-11T07:00:54.696 radio-1.4GHz 19.086994 0.010000
2050-07-14T08:37:50.881 radio-1.4GHz 19.271454 0.023884
2050-07-15T15:22:02.124 radio-1.4GHz 19.469235 0.269449
2050-07-10T13:03:07.818 2massj 24.052403 0.020851
2050-07-10T14:21:20.378 2massj 24.048701 0.195676
2050-07-10T22:29:25.774 2massj 23.982572 0.010000
2050-07-10T22:53:27.412 2massj 23.977093 0.032606
2050-07-11T00:35:06.137 2massj 24.012495 0.089798
2050-07-11T07:08:45.286 2massj 23.951655 0.033913
2050-07-11T13:03:05.861 2massj 23.797113 0.182767
2050-07-11T22:11:51.363 2massj 23.828808 0.105841
2050-07-11T22:26:09.328 2massj 23.836401 0.103732
2050-07-12T10:29:28.251 2massj 23.908436 0.040037
2050-07-12T14:13:31.106 2massj 24.188847 0.144476
2050-07-13T12:47:23.208 2massj 23.831386 0.020657
2050-07-14T03:00:36.265 2massj 23.871080 0.119881
2050-07-18T06:43:50.036 2massj 25.530047 0.137752
2050-07-18T08:19:35.542 2massj 25.683827 0.081505
2050-07-19T12:45:51.290 2massj 26.221863 0.048347
2050-07-10T15:56:32.294 besselli 23.618406 0.115445
2050-07-10T17:39:47.797 besselli 23.631150 0.075664
2050-07-10T21:09:48.035 besselli 23.532876 0.062254
2050-07-11T04:07:09.691 besselli 23.624583 0.025901
2050-07-14T03:20:31.683 besselli 25.070335 0.028629
2050-07-14T15:28:04.583 besselli 25.367238 0.122807
2050-07-15T21:39:19.118 besselli 26.274448 0.196125
2050-07-16T13:34:42.669 besselli 26.379129 0.097003
2050-07-17T12:17:40.051 besselli 26.910235 0.010000
2050-07-18T19:25:01.025 besselli 27.382672 0.120225
2050-07-19T13:27:37.753 besselli 27.404743 0.090815
2050-07-19T17:59:43.189 besselli 27.601744 0.119192
2050-07-10T14:08:15.256 bessellv 23.023378 0.045195
2050-07-10T16:17:54.414 bessellv 23.035730 0.010000
2050-07-10T19:07:38.373 bessellv 23.084497 0.010000
2050-07-11T06:35:24.211 bessellv 23.687346 0.109125
2050-07-11T14:47:07.631 bessellv 24.514408 0.113632
2050-07-11T20:07:42.819 bessellv 24.700065 0.010000
2050-07-12T02:37:00.381 bessellv 24.767425 0.225739
2050-07-13T08:01:20.431 bessellv 26.225312 0.121027
2050-07-13T20:45:32.120 bessellv 26.451058 0.023813
2050-07-19T00:33:23.825 bessellv 27.706197 0.050127
2050-07-10T23:50:16.953 bessellux 24.888388 0.065894
2050-07-11T09:00:26.778 bessellux 25.645825 0.060673
2050-07-13T18:57:03.875 bessellux 26.000000 inf
2050-07-14T07:19:22.486 bessellux 26.000000 inf
2050-07-15T23:15:35.962 bessellux 26.000000 inf
2050-07-16T17:36:18.586 bessellux 26.000000 inf
2050-07-10T14:34:44.498 X-ray-1keV 29.588195 0.134019
2050-07-10T23:43:21.817 X-ray-1keV 29.816581 0.147758
2050-07-11T06:12:15.081 X-ray-1keV 30.002855 0.010000
2050-07-14T22:10:34.785 X-ray-1keV 31.433980 0.216908
2050-07-15T16:52:33.459 X-ray-1keV 31.812293 0.045322
2050-07-16T03:30:52.127 X-ray-1keV 31.944597 0.085214
2050-07-16T21:01:46.050 X-ray-1keV 32.083600 0.040244
2050-07-17T16:41:03.230 X-ray-1keV 32.197405 0.031662
