# MvsR for tab1d_cold /home/gieg/projects/eos/RMF3/RMF3_TOV.d
# p_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 5.479430e-05 7.586468e+00 7.041912e-01 7.338598e-01 8.307000e+00 1.516327e+04 8.798597e-04 8.805846e+00
 5.481831e-05 7.586263e+00 7.043860e-01 7.340737e-01 8.307000e+00 1.514442e+04 8.799836e-04 8.805965e+00
 5.484233e-05 7.586059e+00 7.045808e-01 7.342876e-01 8.307000e+00 1.512744e+04 8.801075e-04 8.806084e+00
 5.486636e-05 7.585855e+00 7.047756e-01 7.345015e-01 8.307000e+00 1.510198e+04 8.802314e-04 8.806203e+00
 5.489040e-05 7.585651e+00 7.049704e-01 7.347155e-01 8.307000e+00 1.508105e+04 8.803553e-04 8.806322e+00
 5.491446e-05 7.585446e+00 7.051653e-01 7.349295e-01 8.307000e+00 1.506961e+04 8.804793e-04 8.806440e+00
 5.493852e-05 7.585242e+00 7.053603e-01 7.351435e-01 8.307000e+00 1.504493e+04 8.806033e-04 8.806559e+00
 5.496259e-05 7.585037e+00 7.055552e-01 7.353577e-01 8.307000e+00 1.502249e+04 8.807273e-04 8.806678e+00
 5.498668e-05 7.584833e+00 7.057502e-01 7.355718e-01 8.307000e+00 1.500400e+04 8.808513e-04 8.806797e+00
 5.501077e-05 7.584628e+00 7.059453e-01 7.357860e-01 8.307000e+00 1.498117e+04 8.809754e-04 8.806916e+00
 5.503488e-05 7.584424e+00 7.061404e-01 7.360003e-01 8.307000e+00 1.496287e+04 8.810995e-04 8.807035e+00
 5.505900e-05 7.584219e+00 7.063355e-01 7.362146e-01 8.307000e+00 1.494622e+04 8.812236e-04 8.807154e+00
 5.508312e-05 7.583012e+00 7.065306e-01 7.364289e-01 8.306000e+00 1.491997e+04 8.813478e-04 8.806175e+00
 5.510726e-05 7.582807e+00 7.067258e-01 7.366434e-01 8.306000e+00 1.490050e+04 8.814719e-04 8.806294e+00
 5.513141e-05 7.582602e+00 7.069211e-01 7.368578e-01 8.306000e+00 1.488979e+04 8.815961e-04 8.806413e+00
 5.515557e-05 7.582398e+00 7.071164e-01 7.370723e-01 8.306000e+00 1.486460e+04 8.817204e-04 8.806533e+00
 5.517973e-05 7.582193e+00 7.073117e-01 7.372868e-01 8.306000e+00 1.484228e+04 8.818446e-04 8.806652e+00
 5.520391e-05 7.581988e+00 7.075070e-01 7.375014e-01 8.306000e+00 1.482412e+04 8.819689e-04 8.806771e+00
 5.522810e-05 7.581783e+00 7.077024e-01 7.377161e-01 8.306000e+00 1.480090e+04 8.820932e-04 8.806890e+00
 5.525230e-05 7.581578e+00 7.078978e-01 7.379308e-01 8.306000e+00 1.478326e+04 8.822175e-04 8.807009e+00
 5.527652e-05 7.581373e+00 7.080933e-01 7.381455e-01 8.306000e+00 1.476763e+04 8.823419e-04 8.807128e+00
 5.530074e-05 7.581168e+00 7.082888e-01 7.383603e-01 8.306000e+00 1.474102e+04 8.824663e-04 8.807247e+00
 5.532497e-05 7.580963e+00 7.084844e-01 7.385751e-01 8.306000e+00 1.472219e+04 8.825907e-04 8.807367e+00
 5.534921e-05 7.580757e+00 7.086799e-01 7.387900e-01 8.306000e+00 1.471116e+04 8.827151e-04 8.807486e+00
 5.537347e-05 7.580552e+00 7.088756e-01 7.390049e-01 8.306000e+00 1.468541e+04 8.828396e-04 8.807605e+00
 5.539773e-05 7.579345e+00 7.090712e-01 7.392199e-01 8.305000e+00 1.466408e+04 8.829641e-04 8.806626e+00
 5.542201e-05 7.579140e+00 7.092669e-01 7.394350e-01 8.305000e+00 1.464699e+04 8.830886e-04 8.806745e+00
 5.544629e-05 7.578934e+00 7.094626e-01 7.396500e-01 8.305000e+00 1.462339e+04 8.832131e-04 8.806865e+00
 5.547059e-05 7.578729e+00 7.096584e-01 7.398652e-01 8.305000e+00 1.460648e+04 8.833377e-04 8.806984e+00
 5.549490e-05 7.578523e+00 7.098542e-01 7.400803e-01 8.305000e+00 1.459050e+04 8.834623e-04 8.807103e+00
 5.551921e-05 7.578318e+00 7.100501e-01 7.402955e-01 8.305000e+00 1.456303e+04 8.835869e-04 8.807223e+00
 5.554354e-05 7.578112e+00 7.102459e-01 7.405108e-01 8.305000e+00 1.454626e+04 8.837116e-04 8.807342e+00
 5.556788e-05 7.577907e+00 7.104419e-01 7.407261e-01 8.305000e+00 1.453529e+04 8.838363e-04 8.807462e+00
 5.559223e-05 7.577701e+00 7.106378e-01 7.409415e-01 8.305000e+00 1.450882e+04 8.839610e-04 8.807581e+00
 5.561659e-05 7.577496e+00 7.108338e-01 7.411569e-01 8.305000e+00 1.448863e+04 8.840858e-04 8.807701e+00
 5.564096e-05 7.577290e+00 7.110299e-01 7.413724e-01 8.305000e+00 1.447140e+04 8.842105e-04 8.807820e+00
 5.566534e-05 7.577084e+00 7.112259e-01 7.415879e-01 8.305000e+00 1.444700e+04 8.843353e-04 8.807940e+00
 5.568974e-05 7.576878e+00 7.114220e-01 7.418035e-01 8.305000e+00 1.443137e+04 8.844602e-04 8.808059e+00
 5.571414e-05 7.575670e+00 7.116182e-01 7.420190e-01 8.304000e+00 1.441586e+04 8.845850e-04 8.807080e+00
 5.573855e-05 7.575465e+00 7.118144e-01 7.422347e-01 8.304000e+00 1.438769e+04 8.847099e-04 8.807200e+00
 5.576298e-05 7.575259e+00 7.120106e-01 7.424504e-01 8.304000e+00 1.437302e+04 8.848348e-04 8.807319e+00
 5.578741e-05 7.575053e+00 7.122069e-01 7.426661e-01 8.304000e+00 1.436097e+04 8.849598e-04 8.807439e+00
 5.581186e-05 7.574847e+00 7.124032e-01 7.428819e-01 8.304000e+00 1.433370e+04 8.850848e-04 8.807558e+00
 5.583632e-05 7.574641e+00 7.125995e-01 7.430978e-01 8.304000e+00 1.431439e+04 8.852098e-04 8.807678e+00
 5.586078e-05 7.574435e+00 7.127959e-01 7.433137e-01 8.304000e+00 1.429815e+04 8.853348e-04 8.807798e+00
 5.588526e-05 7.574229e+00 7.129923e-01 7.435296e-01 8.304000e+00 1.427431e+04 8.854599e-04 8.807917e+00
 5.590975e-05 7.574022e+00 7.131887e-01 7.437456e-01 8.304000e+00 1.425920e+04 8.855850e-04 8.808037e+00
 5.593425e-05 7.573816e+00 7.133852e-01 7.439616e-01 8.304000e+00 1.424300e+04 8.857101e-04 8.808157e+00
 5.595876e-05 7.573610e+00 7.135818e-01 7.441777e-01 8.304000e+00 1.421505e+04 8.858353e-04 8.808277e+00
 5.598328e-05 7.573404e+00 7.137783e-01 7.443939e-01 8.304000e+00 1.420119e+04 8.859605e-04 8.808396e+00
 5.600781e-05 7.573197e+00 7.139749e-01 7.446100e-01 8.304000e+00 1.418861e+04 8.860857e-04 8.808516e+00
 5.603236e-05 7.571989e+00 7.141716e-01 7.448263e-01 8.303000e+00 1.416261e+04 8.862109e-04 8.807537e+00
 5.605691e-05 7.571782e+00 7.143683e-01 7.450425e-01 8.303000e+00 1.414342e+04 8.863362e-04 8.807657e+00
 5.608147e-05 7.571576e+00 7.145650e-01 7.452589e-01 8.303000e+00 1.412682e+04 8.864615e-04 8.807777e+00
 5.610605e-05 7.571369e+00 7.147617e-01 7.454752e-01 8.303000e+00 1.410355e+04 8.865869e-04 8.807896e+00
 5.613063e-05 7.571163e+00 7.149585e-01 7.456917e-01 8.303000e+00 1.408854e+04 8.867123e-04 8.808016e+00
 5.615523e-05 7.570956e+00 7.151553e-01 7.459081e-01 8.303000e+00 1.407197e+04 8.868377e-04 8.808136e+00
 5.617984e-05 7.570750e+00 7.153522e-01 7.461246e-01 8.303000e+00 1.404550e+04 8.869631e-04 8.808256e+00
 5.620445e-05 7.570543e+00 7.155491e-01 7.463412e-01 8.303000e+00 1.403231e+04 8.870886e-04 8.808376e+00
 5.622908e-05 7.570336e+00 7.157461e-01 7.465578e-01 8.303000e+00 1.401848e+04 8.872141e-04 8.808496e+00
 5.625372e-05 7.570129e+00 7.159430e-01 7.467745e-01 8.303000e+00 1.399328e+04 8.873396e-04 8.808616e+00
 5.627837e-05 7.569923e+00 7.161401e-01 7.469912e-01 8.303000e+00 1.397384e+04 8.874652e-04 8.808736e+00
 5.630303e-05 7.569716e+00 7.163371e-01 7.472079e-01 8.303000e+00 1.395724e+04 8.875908e-04 8.808856e+00
 5.632770e-05 7.569509e+00 7.165342e-01 7.474247e-01 8.303000e+00 1.393644e+04 8.877164e-04 8.808976e+00
 5.635239e-05 7.568300e+00 7.167313e-01 7.476416e-01 8.302000e+00 1.392080e+04 8.878421e-04 8.807997e+00
 5.637708e-05 7.568093e+00 7.169285e-01 7.478585e-01 8.302000e+00 1.390316e+04 8.879678e-04 8.808117e+00
 5.640179e-05 7.567886e+00 7.171257e-01 7.480754e-01 8.302000e+00 1.387835e+04 8.880935e-04 8.808237e+00
 5.642650e-05 7.567679e+00 7.173230e-01 7.482924e-01 8.302000e+00 1.386463e+04 8.882193e-04 8.808357e+00
 5.645123e-05 7.567472e+00 7.175202e-01 7.485095e-01 8.302000e+00 1.385016e+04 8.883451e-04 8.808477e+00
 5.647596e-05 7.567264e+00 7.177176e-01 7.487265e-01 8.302000e+00 1.382720e+04 8.884709e-04 8.808597e+00
 5.650071e-05 7.567057e+00 7.179149e-01 7.489437e-01 8.302000e+00 1.380731e+04 8.885967e-04 8.808718e+00
 5.652547e-05 7.566850e+00 7.181123e-01 7.491609e-01 8.302000e+00 1.379006e+04 8.887226e-04 8.808838e+00
 5.655024e-05 7.566643e+00 7.183097e-01 7.493781e-01 8.302000e+00 1.377125e+04 8.888486e-04 8.808958e+00
 5.657502e-05 7.566435e+00 7.185072e-01 7.495954e-01 8.302000e+00 1.375418e+04 8.889745e-04 8.809078e+00
 5.659981e-05 7.566228e+00 7.187047e-01 7.498127e-01 8.302000e+00 1.373552e+04 8.891005e-04 8.809199e+00
 5.662461e-05 7.566021e+00 7.189022e-01 7.500301e-01 8.302000e+00 1.371377e+04 8.892266e-04 8.809319e+00
 5.664942e-05 7.565813e+00 7.190998e-01 7.502475e-01 8.302000e+00 1.370016e+04 8.893526e-04 8.809439e+00
 5.667425e-05 7.565606e+00 7.192974e-01 7.504650e-01 8.302000e+00 1.368402e+04 8.894787e-04 8.809560e+00
 5.669908e-05 7.564396e+00 7.194951e-01 7.506825e-01 8.301000e+00 1.366241e+04 8.896049e-04 8.808580e+00
 5.672393e-05 7.564188e+00 7.196928e-01 7.509000e-01 8.301000e+00 1.364189e+04 8.897310e-04 8.808701e+00
 5.674878e-05 7.563981e+00 7.198905e-01 7.511177e-01 8.301000e+00 1.362362e+04 8.898572e-04 8.808821e+00
 5.677365e-05 7.563773e+00 7.200883e-01 7.513353e-01 8.301000e+00 1.360746e+04 8.899835e-04 8.808941e+00
 5.679853e-05 7.563566e+00 7.202861e-01 7.515530e-01 8.301000e+00 1.359020e+04 8.901098e-04 8.809062e+00
 5.682342e-05 7.563358e+00 7.204839e-01 7.517708e-01 8.301000e+00 1.356934e+04 8.902361e-04 8.809182e+00
 5.684832e-05 7.563150e+00 7.206818e-01 7.519886e-01 8.301000e+00 1.355022e+04 8.903624e-04 8.809303e+00
 5.687323e-05 7.562942e+00 7.208797e-01 7.522064e-01 8.301000e+00 1.353693e+04 8.904888e-04 8.809423e+00
 5.689815e-05 7.562734e+00 7.210777e-01 7.524243e-01 8.301000e+00 1.351701e+04 8.906152e-04 8.809544e+00
 5.692308e-05 7.562526e+00 7.212757e-01 7.526423e-01 8.301000e+00 1.349887e+04 8.907417e-04 8.809664e+00
 5.694803e-05 7.562318e+00 7.214737e-01 7.528603e-01 8.301000e+00 1.347919e+04 8.908681e-04 8.809785e+00
 5.697298e-05 7.562110e+00 7.216718e-01 7.530783e-01 8.301000e+00 1.345845e+04 8.909947e-04 8.809905e+00
 5.699795e-05 7.561902e+00 7.218699e-01 7.532964e-01 8.301000e+00 1.344529e+04 8.911212e-04 8.810026e+00
 5.702292e-05 7.561694e+00 7.220680e-01 7.535145e-01 8.301000e+00 1.342735e+04 8.912478e-04 8.810147e+00
 5.704791e-05 7.560484e+00 7.222662e-01 7.537327e-01 8.300000e+00 1.340336e+04 8.913745e-04 8.809167e+00
 5.707291e-05 7.560276e+00 7.224644e-01 7.539509e-01 8.300000e+00 1.338849e+04 8.915011e-04 8.809288e+00
 5.709792e-05 7.560068e+00 7.226627e-01 7.541692e-01 8.300000e+00 1.337617e+04 8.916278e-04 8.809408e+00
 5.712294e-05 7.559859e+00 7.228609e-01 7.543875e-01 8.300000e+00 1.335307e+04 8.917546e-04 8.809529e+00
 5.714797e-05 7.559651e+00 7.230593e-01 7.546059e-01 8.300000e+00 1.333727e+04 8.918814e-04 8.809650e+00
 5.717301e-05 7.559443e+00 7.232576e-01 7.548243e-01 8.300000e+00 1.331786e+04 8.920082e-04 8.809771e+00
 5.719806e-05 7.559234e+00 7.234560e-01 7.550428e-01 8.300000e+00 1.329504e+04 8.921350e-04 8.809891e+00
 5.722313e-05 7.559026e+00 7.236545e-01 7.552613e-01 8.300000e+00 1.328450e+04 8.922619e-04 8.810012e+00
 5.724820e-05 7.558818e+00 7.238529e-01 7.554799e-01 8.300000e+00 1.326716e+04 8.923889e-04 8.810133e+00
 5.727329e-05 7.558609e+00 7.240515e-01 7.556985e-01 8.300000e+00 1.324086e+04 8.925158e-04 8.810254e+00
 5.729839e-05 7.558400e+00 7.242500e-01 7.559171e-01 8.300000e+00 1.322986e+04 8.926428e-04 8.810375e+00
 5.732349e-05 7.558192e+00 7.244486e-01 7.561358e-01 8.300000e+00 1.321630e+04 8.927699e-04 8.810496e+00
 5.734861e-05 7.557983e+00 7.246472e-01 7.563546e-01 8.300000e+00 1.319088e+04 8.928970e-04 8.810616e+00
 5.737374e-05 7.557775e+00 7.248459e-01 7.565734e-01 8.300000e+00 1.317678e+04 8.930241e-04 8.810737e+00
 5.739888e-05 7.556564e+00 7.250446e-01 7.567922e-01 8.299000e+00 1.315902e+04 8.931513e-04 8.809758e+00
 5.742404e-05 7.556355e+00 7.252433e-01 7.570111e-01 8.299000e+00 1.313671e+04 8.932785e-04 8.809878e+00
 5.744920e-05 7.556146e+00 7.254421e-01 7.572301e-01 8.299000e+00 1.312605e+04 8.934057e-04 8.809999e+00
 5.747437e-05 7.555937e+00 7.256409e-01 7.574490e-01 8.299000e+00 1.310827e+04 8.935330e-04 8.810120e+00
 5.749956e-05 7.555728e+00 7.258397e-01 7.576681e-01 8.299000e+00 1.308330e+04 8.936603e-04 8.810241e+00
 5.752475e-05 7.555519e+00 7.260386e-01 7.578872e-01 8.299000e+00 1.307258e+04 8.937877e-04 8.810362e+00
 5.754996e-05 7.555311e+00 7.262375e-01 7.581063e-01 8.299000e+00 1.305840e+04 8.939151e-04 8.810483e+00
 5.757518e-05 7.555102e+00 7.264365e-01 7.583254e-01 8.299000e+00 1.303648e+04 8.940425e-04 8.810605e+00
 5.760041e-05 7.554892e+00 7.266354e-01 7.585447e-01 8.299000e+00 1.301933e+04 8.941700e-04 8.810726e+00
 5.762565e-05 7.554683e+00 7.268345e-01 7.587639e-01 8.299000e+00 1.300157e+04 8.942975e-04 8.810847e+00
 5.765090e-05 7.554474e+00 7.270335e-01 7.589832e-01 8.299000e+00 1.298366e+04 8.944251e-04 8.810968e+00
 5.767616e-05 7.554265e+00 7.272326e-01 7.592026e-01 8.299000e+00 1.296913e+04 8.945527e-04 8.811089e+00
 5.770144e-05 7.554056e+00 7.274318e-01 7.594220e-01 8.299000e+00 1.295056e+04 8.946803e-04 8.811210e+00
 5.772672e-05 7.553847e+00 7.276309e-01 7.596415e-01 8.299000e+00 1.293108e+04 8.948080e-04 8.811332e+00
 5.775202e-05 7.553637e+00 7.278302e-01 7.598610e-01 8.299000e+00 1.291743e+04 8.949357e-04 8.811453e+00
 5.777732e-05 7.552426e+00 7.280294e-01 7.600805e-01 8.298000e+00 1.290132e+04 8.950635e-04 8.810473e+00
 5.780264e-05 7.552216e+00 7.282287e-01 7.603001e-01 8.298000e+00 1.288372e+04 8.951913e-04 8.810594e+00
 5.782797e-05 7.552007e+00 7.284280e-01 7.605198e-01 8.298000e+00 1.286331e+04 8.953191e-04 8.810715e+00
 5.785331e-05 7.551797e+00 7.286274e-01 7.607394e-01 8.298000e+00 1.284467e+04 8.954470e-04 8.810837e+00
 5.787866e-05 7.551588e+00 7.288268e-01 7.609592e-01 8.298000e+00 1.283264e+04 8.955749e-04 8.810958e+00
 5.790402e-05 7.551378e+00 7.290262e-01 7.611790e-01 8.298000e+00 1.281470e+04 8.957029e-04 8.811079e+00
 5.792940e-05 7.551169e+00 7.292257e-01 7.613988e-01 8.298000e+00 1.279373e+04 8.958309e-04 8.811201e+00
 5.795478e-05 7.550959e+00 7.294252e-01 7.616187e-01 8.298000e+00 1.277825e+04 8.959590e-04 8.811322e+00
 5.798018e-05 7.550750e+00 7.296247e-01 7.618386e-01 8.298000e+00 1.276392e+04 8.960871e-04 8.811443e+00
 5.800558e-05 7.550540e+00 7.298243e-01 7.620586e-01 8.298000e+00 1.274506e+04 8.962152e-04 8.811565e+00
 5.803100e-05 7.550330e+00 7.300239e-01 7.622786e-01 8.298000e+00 1.273043e+04 8.963434e-04 8.811686e+00
 5.805643e-05 7.550120e+00 7.302235e-01 7.624987e-01 8.298000e+00 1.270993e+04 8.964716e-04 8.811808e+00
 5.808187e-05 7.549910e+00 7.304232e-01 7.627188e-01 8.298000e+00 1.268996e+04 8.965999e-04 8.811929e+00
 5.810732e-05 7.549701e+00 7.306229e-01 7.629389e-01 8.298000e+00 1.267956e+04 8.967282e-04 8.812051e+00
 5.813278e-05 7.549491e+00 7.308227e-01 7.631591e-01 8.298000e+00 1.266090e+04 8.968566e-04 8.812172e+00
 5.815826e-05 7.548278e+00 7.310225e-01 7.633794e-01 8.297000e+00 1.263881e+04 8.969850e-04 8.811192e+00
 5.818374e-05 7.548068e+00 7.312223e-01 7.635997e-01 8.297000e+00 1.262619e+04 8.971134e-04 8.811314e+00
 5.820924e-05 7.547858e+00 7.314222e-01 7.638200e-01 8.297000e+00 1.261249e+04 8.972419e-04 8.811435e+00
 5.823475e-05 7.547648e+00 7.316221e-01 7.640404e-01 8.297000e+00 1.259216e+04 8.973705e-04 8.811557e+00
 5.826026e-05 7.547438e+00 7.318220e-01 7.642608e-01 8.297000e+00 1.257728e+04 8.974990e-04 8.811678e+00
 5.828579e-05 7.547228e+00 7.320220e-01 7.644813e-01 8.297000e+00 1.255738e+04 8.976277e-04 8.811800e+00
 5.831133e-05 7.547018e+00 7.322220e-01 7.647019e-01 8.297000e+00 1.253949e+04 8.977563e-04 8.811922e+00
 5.833689e-05 7.546807e+00 7.324221e-01 7.649224e-01 8.297000e+00 1.252811e+04 8.978850e-04 8.812043e+00
 5.836245e-05 7.546597e+00 7.326221e-01 7.651431e-01 8.297000e+00 1.250980e+04 8.980138e-04 8.812165e+00
 5.838802e-05 7.546387e+00 7.328223e-01 7.653637e-01 8.297000e+00 1.248971e+04 8.981426e-04 8.812287e+00
 5.841361e-05 7.546176e+00 7.330224e-01 7.655844e-01 8.297000e+00 1.247655e+04 8.982714e-04 8.812409e+00
 5.843921e-05 7.545966e+00 7.332226e-01 7.658052e-01 8.297000e+00 1.246078e+04 8.984003e-04 8.812530e+00
 5.846481e-05 7.545756e+00 7.334228e-01 7.660260e-01 8.297000e+00 1.244412e+04 8.985293e-04 8.812652e+00
 5.849043e-05 7.545545e+00 7.336231e-01 7.662469e-01 8.297000e+00 1.242618e+04 8.986583e-04 8.812774e+00
 5.851606e-05 7.545335e+00 7.338234e-01 7.664678e-01 8.297000e+00 1.240601e+04 8.987873e-04 8.812896e+00
 5.854170e-05 7.544122e+00 7.340237e-01 7.666887e-01 8.296000e+00 1.239381e+04 8.989164e-04 8.811916e+00
 5.856736e-05 7.543911e+00 7.342241e-01 7.669097e-01 8.296000e+00 1.237862e+04 8.990455e-04 8.812037e+00
 5.859302e-05 7.543700e+00 7.344245e-01 7.671308e-01 8.296000e+00 1.235650e+04 8.991747e-04 8.812159e+00
 5.861870e-05 7.543490e+00 7.346249e-01 7.673519e-01 8.296000e+00 1.234265e+04 8.993039e-04 8.812281e+00
 5.864438e-05 7.543279e+00 7.348254e-01 7.675730e-01 8.296000e+00 1.232871e+04 8.994332e-04 8.812403e+00
 5.867008e-05 7.543068e+00 7.350259e-01 7.677942e-01 8.296000e+00 1.230897e+04 8.995625e-04 8.812525e+00
 5.869579e-05 7.542857e+00 7.352265e-01 7.680154e-01 8.296000e+00 1.229767e+04 8.996918e-04 8.812647e+00
 5.872151e-05 7.542646e+00 7.354271e-01 7.682366e-01 8.296000e+00 1.227780e+04 8.998213e-04 8.812769e+00
 5.874724e-05 7.542436e+00 7.356277e-01 7.684580e-01 8.296000e+00 1.225353e+04 8.999507e-04 8.812891e+00
 5.877299e-05 7.542225e+00 7.358284e-01 7.686793e-01 8.296000e+00 1.224739e+04 9.000802e-04 8.813013e+00
 5.879874e-05 7.542014e+00 7.360290e-01 7.689007e-01 8.296000e+00 1.223104e+04 9.002098e-04 8.813135e+00
 5.882450e-05 7.541803e+00 7.362298e-01 7.691222e-01 8.296000e+00 1.220428e+04 9.003394e-04 8.813257e+00
 5.885028e-05 7.541591e+00 7.364305e-01 7.693437e-01 8.296000e+00 1.219616e+04 9.004690e-04 8.813379e+00
 5.887607e-05 7.541380e+00 7.366313e-01 7.695652e-01 8.296000e+00 1.218312e+04 9.005986e-04 8.813502e+00
 5.890187e-05 7.541169e+00 7.368322e-01 7.697868e-01 8.296000e+00 1.215750e+04 9.007282e-04 8.813624e+00
 5.892768e-05 7.539956e+00 7.370330e-01 7.700085e-01 8.295000e+00 1.214962e+04 9.008579e-04 8.812643e+00
 5.895350e-05 7.539744e+00 7.372340e-01 7.702301e-01 8.295000e+00 1.213158e+04 9.009875e-04 8.812765e+00
 5.897933e-05 7.539533e+00 7.374349e-01 7.704519e-01 8.295000e+00 1.210737e+04 9.011171e-04 8.812887e+00
 5.900518e-05 7.539322e+00 7.376359e-01 7.706737e-01 8.295000e+00 1.210183e+04 9.012468e-04 8.813010e+00
 5.903104e-05 7.539110e+00 7.378369e-01 7.708955e-01 8.295000e+00 1.208505e+04 9.013765e-04 8.813132e+00
 5.905690e-05 7.538899e+00 7.380379e-01 7.711174e-01 8.295000e+00 1.206079e+04 9.015061e-04 8.813254e+00
 5.908278e-05 7.538688e+00 7.382390e-01 7.713393e-01 8.295000e+00 1.204986e+04 9.016358e-04 8.813376e+00
 5.910867e-05 7.538476e+00 7.384401e-01 7.715612e-01 8.295000e+00 1.203796e+04 9.017655e-04 8.813499e+00
 5.913457e-05 7.538265e+00 7.386413e-01 7.717832e-01 8.295000e+00 1.201842e+04 9.018952e-04 8.813621e+00
 5.916048e-05 7.538053e+00 7.388425e-01 7.720053e-01 8.295000e+00 1.200333e+04 9.020249e-04 8.813743e+00
 5.918641e-05 7.537841e+00 7.390437e-01 7.722274e-01 8.295000e+00 1.198537e+04 9.021546e-04 8.813866e+00
 5.921234e-05 7.537630e+00 7.392450e-01 7.724495e-01 8.295000e+00 1.196931e+04 9.022843e-04 8.813988e+00
 5.923829e-05 7.537418e+00 7.394463e-01 7.726718e-01 8.295000e+00 1.195607e+04 9.024140e-04 8.814111e+00
 5.926425e-05 7.537206e+00 7.396476e-01 7.728940e-01 8.295000e+00 1.193851e+04 9.025438e-04 8.814233e+00
 5.929022e-05 7.536995e+00 7.398490e-01 7.731163e-01 8.295000e+00 1.192229e+04 9.026735e-04 8.814356e+00
 5.931620e-05 7.536783e+00 7.400504e-01 7.733386e-01 8.295000e+00 1.190802e+04 9.028032e-04 8.814478e+00
 5.934219e-05 7.535569e+00 7.402518e-01 7.735610e-01 8.294000e+00 1.189286e+04 9.029330e-04 8.813497e+00
 5.936819e-05 7.535357e+00 7.404533e-01 7.737834e-01 8.294000e+00 1.187879e+04 9.030628e-04 8.813620e+00
 5.939421e-05 7.535145e+00 7.406548e-01 7.740059e-01 8.294000e+00 1.185940e+04 9.031925e-04 8.813742e+00
 5.942024e-05 7.534933e+00 7.408564e-01 7.742284e-01 8.294000e+00 1.184006e+04 9.033223e-04 8.813865e+00
 5.944627e-05 7.534721e+00 7.410580e-01 7.744509e-01 8.294000e+00 1.183017e+04 9.034521e-04 8.813987e+00
 5.947232e-05 7.534509e+00 7.412596e-01 7.746736e-01 8.294000e+00 1.181494e+04 9.035819e-04 8.814110e+00
 5.949838e-05 7.534297e+00 7.414612e-01 7.748962e-01 8.294000e+00 1.179425e+04 9.037117e-04 8.814233e+00
 5.952446e-05 7.534085e+00 7.416629e-01 7.751189e-01 8.294000e+00 1.178031e+04 9.038415e-04 8.814355e+00
 5.955054e-05 7.533872e+00 7.418647e-01 7.753417e-01 8.294000e+00 1.176603e+04 9.039713e-04 8.814478e+00
 5.957663e-05 7.533660e+00 7.420664e-01 7.755645e-01 8.294000e+00 1.175069e+04 9.041012e-04 8.814601e+00
 5.960274e-05 7.533448e+00 7.422682e-01 7.757873e-01 8.294000e+00 1.173618e+04 9.042310e-04 8.814723e+00
 5.962886e-05 7.533236e+00 7.424701e-01 7.760102e-01 8.294000e+00 1.171645e+04 9.043608e-04 8.814846e+00
 5.965499e-05 7.533023e+00 7.426719e-01 7.762331e-01 8.294000e+00 1.170111e+04 9.044907e-04 8.814969e+00
 5.968113e-05 7.532811e+00 7.428739e-01 7.764561e-01 8.294000e+00 1.168913e+04 9.046206e-04 8.815091e+00
 5.970728e-05 7.532598e+00 7.430758e-01 7.766791e-01 8.294000e+00 1.167011e+04 9.047504e-04 8.815214e+00
 5.973344e-05 7.532386e+00 7.432778e-01 7.769022e-01 8.294000e+00 1.165516e+04 9.048803e-04 8.815337e+00
 5.975962e-05 7.531171e+00 7.434798e-01 7.771253e-01 8.293000e+00 1.163945e+04 9.050102e-04 8.814356e+00
 5.978580e-05 7.530959e+00 7.436818e-01 7.773485e-01 8.293000e+00 1.162416e+04 9.051401e-04 8.814479e+00
 5.981200e-05 7.530746e+00 7.438839e-01 7.775717e-01 8.293000e+00 1.161350e+04 9.052700e-04 8.814602e+00
 5.983821e-05 7.530533e+00 7.440861e-01 7.777949e-01 8.293000e+00 1.159497e+04 9.053999e-04 8.814725e+00
 5.986443e-05 7.530321e+00 7.442882e-01 7.780183e-01 8.293000e+00 1.157232e+04 9.055298e-04 8.814848e+00
 5.989067e-05 7.530108e+00 7.444904e-01 7.782416e-01 8.293000e+00 1.156440e+04 9.056598e-04 8.814970e+00
 5.991691e-05 7.529895e+00 7.446926e-01 7.784650e-01 8.293000e+00 1.154928e+04 9.057897e-04 8.815093e+00
 5.994317e-05 7.529682e+00 7.448949e-01 7.786885e-01 8.293000e+00 1.152709e+04 9.059197e-04 8.815216e+00
 5.996943e-05 7.529470e+00 7.450972e-01 7.789120e-01 8.293000e+00 1.151790e+04 9.060496e-04 8.815339e+00
 5.999571e-05 7.529257e+00 7.452996e-01 7.791355e-01 8.293000e+00 1.150153e+04 9.061796e-04 8.815462e+00
 6.002200e-05 7.529044e+00 7.455019e-01 7.793591e-01 8.293000e+00 1.148326e+04 9.063096e-04 8.815585e+00
 6.004830e-05 7.528831e+00 7.457043e-01 7.795827e-01 8.293000e+00 1.147479e+04 9.064395e-04 8.815708e+00
 6.007461e-05 7.528618e+00 7.459068e-01 7.798064e-01 8.293000e+00 1.145448e+04 9.065695e-04 8.815832e+00
 6.010094e-05 7.528405e+00 7.461093e-01 7.800301e-01 8.293000e+00 1.143601e+04 9.066995e-04 8.815955e+00
 6.012728e-05 7.528192e+00 7.463118e-01 7.802539e-01 8.293000e+00 1.142823e+04 9.068296e-04 8.816078e+00
 6.015362e-05 7.527979e+00 7.465143e-01 7.804777e-01 8.293000e+00 1.141046e+04 9.069596e-04 8.816201e+00
