2050-08-21T02:28:29.067 radio-1.4GHz 18.976094 0.105085
2050-08-21T04:48:48.677 radio-1.4GHz 18.906531 0.120585
2050-08-21T17:00:22.988 radio-1.4GHz 18.405436 0.068189
2050-08-22T13:00:26.875 radio-1.4GHz 18.027435 0.038628
2050-08-24T02:07:07.603 radio-1.4GHz 17.798488 0.046938
2050-08-21T04:02:16.904 2massj 21.172014 0.109226
2050-08-21T13:46:00.327 2massj 21.101357 0.159904
2050-08-22T15:33:59.100 2massj 21.394483 0.065687
2050-08-22T19:15:36.427 2massj 21.408130 0.036428
2050-08-24T06:26:34.800 2massj 17.133185 inf
2050-08-24T10:58:17.308 2massj 22.254081 0.065918
2050-08-28T01:08:15.179 2massj 23.849097 0.017616
2050-08-20T22:43:34.124 besselli 20.746774 0.033136
2050-08-21T02:40:46.242 besselli 20.827483 0.038276
2050-08-21T03:22:28.343 besselli 20.816744 0.043464
2050-08-21T21:45:33.417 besselli 21.487850 0.029996
2050-08-21T22:47:57.963 besselli 21.466087 0.010000
2050-08-21T23:43:57.183 besselli 21.571660 0.065045
2050-08-22T04:35:13.857 besselli 21.594054 0.084420
2050-08-22T07:20:02.732 besselli 21.668318 0.069565
2050-08-22T10:08:11.971 besselli 21.711200 0.025148
2050-08-22T21:23:18.728 besselli 22.040692 0.056111
2050-08-23T22:50:29.105 besselli 23.072593 0.010000
2050-08-27T16:11:21.986 besselli 19.954205 inf
2050-08-21T00:03:02.082 bessellv 21.168223 0.042120
2050-08-21T01:40:16.541 bessellv 21.346545 0.050532
2050-08-21T10:06:50.827 bessellv 21.734821 0.046787
2050-08-21T17:09:15.052 bessellv 22.053211 0.010000
2050-08-21T18:43:54.021 bessellv 22.040204 0.031699
2050-08-21T23:56:26.874 bessellv 22.040700 0.213990
2050-08-22T22:52:06.972 bessellv 23.171808 0.068652
2050-08-24T22:52:34.680 bessellv 25.201766 0.156418
2050-08-27T08:37:52.594 bessellv 25.477467 0.028555
2050-08-21T01:49:39.404 bessellux 22.237443 0.108077
2050-08-21T06:15:17.689 bessellux 18.119366 inf
2050-08-21T11:41:54.876 bessellux 24.129471 0.020268
2050-08-21T11:57:48.727 bessellux 24.148498 0.044615
2050-08-21T14:06:19.687 bessellux 19.437377 inf
2050-08-21T14:57:59.957 bessellux 19.491141 inf
2050-08-23T02:54:51.056 bessellux 25.516274 0.069035
2050-08-24T04:01:47.703 bessellux 25.769544 0.176983
2050-08-26T23:32:19.617 bessellux 25.690435 0.136770
2050-08-21T09:24:48.350 X-ray-1keV 29.263439 0.068931
2050-08-22T01:03:56.168 X-ray-1keV 29.534058 0.079399
2050-08-22T01:35:23.228 X-ray-1keV 29.563420 0.041456
2050-08-22T02:55:49.582 X-ray-1keV 29.610858 0.061919
2050-08-22T03:27:49.285 X-ray-1keV 29.542114 0.037137
2050-08-22T07:24:10.007 X-ray-1keV 29.596135 0.027851
2050-08-24T01:56:29.583 X-ray-1keV 30.278703 0.239548
2050-08-29T17:54:30.425 X-ray-1keV 30.335996 0.048716
