redshift luminosity_distance mass_1_source mass_2_source chi_eff chi_1 chi_2 mass_1 mass_2 radius_1 radius_2 lambda_1 lambda_2 theta_jn phase psi ra dec geocent_time prompt_collapse inclination_EM log10_mej_dyn v_ej_dyn Ye_dyn log10_mdisk log10_mej_wind v_ej_wind Ye_wind chi_BH Ebv trigger_time has_grb thetaCore log10_Ekin_iso log10_n0 redshift_measured afterglow_detected snr
0.2723920071700308 1434.9681944364556 1.325096190118987 1.3139515065225995 0.0256926815825294 0.051169275601669 0.0 1.6860418010388587 1.6718613947083762 12.176909659938378 12.178412853729514 535.7644002588679 563.7481915071293 2.20139769703923 2.9917936081285355 2.2204099198601024 6.058468325118239 -0.6185391916266433 2228997308.4800315 3 0.9401949565505632 -2.3161954466448504 0.1955916505595298 0.3208220558248701 -0.8408133924351324 -1.2513327538043229 0.1498316691590665 0.2180422359316789 0.6449620780552031 0.015392239 70042.58017916704 False 0.3076443153199917 51.019434925135975 -1.9860435456840624 0.2689010727129621 False 56.809
0.4341434671409577 2468.777080140152 1.3389546095140383 1.2385301476895845 0.0093700275546099 0.0180372829855303 0.0 1.92025300603283 1.776229920166143 12.17476611829691 12.1887261661586 502.7762102017153 797.230546734793 0.25447121964187 3.2137881654968408 0.2569800849331784 1.3198957360491912 -0.5124110367962073 2239433976.738442 3 0.25447121964187 -2.309384506025712 0.1889821785160752 0.1752467412943306 -0.8042682868534735 -1.0930020951819457 0.0735458204599746 0.3509147155815991 0.6099254568282274 0.011312269 70163.37495067641 False 0.3122126730160612 50.82046577068802 -3.200067051921441 0.4351179909530855 False 47.43
0.2087011355952744 1061.837131107164 1.3539141833324675 1.2598269684002985 0.021635575497907 0.0417676354354391 0.0 1.6364776108925023 1.5227542873589923 12.171852712934449 12.187249102881072 470.54242225209606 723.1093501084632 2.6983702093731226 2.495528057503761 1.9397381372206963 0.5223607343363456 -0.928275057857481 2227251969.5458536 3 0.4432224442166706 -2.2908791030804774 0.1928528001577265 0.2083577063214269 -0.8237627820066673 -1.1427408344845675 0.1222895993638377 0.2876344668850895 0.6298383047351287 0.023379294 70022.37949705849 False 0.200423357193683 51.26855201239734 -1.7545908083594473 0.20604416278663112 False 80.066
0.2647159309262942 1388.9086280158074 1.5286795239910798 1.2190174446499231 0.0215676030574897 0.0387662924843773 0.0 1.9333453472723423 1.5417107823258196 12.117827128837272 12.191680292713654 216.71357551261204 873.9397531793913 0.9592731904894708 4.359746125400429 1.9118708843891208 2.136488378477148 0.5155816133634606 2214077855.6040754 2 0.9592731904894708 -2.001844697319316 0.2078069236722166 0.3391161663729385 -0.7296960428469051 -1.0877371301988594 0.1272664850455216 0.3660342652912441 0.672924226765945 0.043867543 69869.90132643605 True 0.1004100694832169 52.06919763194682 -0.7276670328838826 0.26717827571891406 True 56.616
0.4616389187977668 2655.559916001144 1.3365077234686216 1.2685524392315486 0.0355262806488909 0.0692462129639945 0.0 1.953491703895541 1.8541656157166704 12.175432596660851 12.185772039603544 509.0652279358821 694.4929848097538 0.4930660072737727 1.4579154716162968 2.7972183240736297 2.0864424593363844 -0.9583657866461772 2213282294.58659 4 0.4930660072737727 -2.315943347926635 0.1919454615599908 0.304330124297094 -0.8210659610429057 -0.936711244229385 0.0976427845792226 0.2703107222051692 0.6263481904543603 0.30023646 69860.69344428924 False 0.2264284082484563 50.80559871822846 -0.3975291129482965 0.4695934954646936 False 53.688
0.4578840766168957 2629.877641321657 1.329903614217428 1.241877750949285 0.0054397652185307 0.0105194742463584 0.0 1.9388453026028472 1.8105137982137656 12.176909659938378 12.1887261661586 523.829225994783 785.5569806447473 2.505137414973288 3.9903673825218657 0.1776393227298157 5.1278505899007225 -0.7625762948847445 2217019813.691932 3 0.6364552386165052 -2.3252848162657824 0.1883804790302494 0.2513186581499099 -0.8038577788349397 -0.9687745417049074 0.0880388316530178 0.3877612329905858 0.6072760203754876 0.08132342 69903.95176726773 False 0.0906889622221538 51.73446522094434 -1.4185935593161374 0.46056348460574464 False 45.117
0.2799464957143862 1480.581147009051 1.4180591798641515 1.3197140905368263 0.007817789631947 0.0 0.0162181609194278 1.8150398779827368 1.689163425527509 12.156230774052991 12.178386723215905 353.98651824517407 548.8394009932513 0.6463871196665282 3.899723407192413 1.0576956549501193 0.2913647331353387 -0.5150431783878723 2225492309.797459 2 0.6463871196665282 -2.24403940775696 0.2061692322245045 0.2161918576111973 -0.9793250315671532 -1.292180243453037 0.074876170528512 0.3164677886045379 0.6873545733826477 0.022522036 70002.01306478541 True 0.372374980416474 50.6677135183729 -0.0654520339507964 0.2827808221863317 True 75.655
0.25637433619706 1339.1875296935418 1.640432452824688 1.2725247830475748 0.0301525244026464 0.0535425972506595 0.0 2.0609972339937324 1.5987674795957043 12.06009144499529 12.185772039603544 133.40789733346162 680.7197498033202 0.4328927655568121 4.684207209024224 1.0361784622579624 5.146979250882078 -0.3396119822212924 2214886903.1698585 1 0.4328927655568121 -3.2829814298249884 0.2257233002134697 0.3352377040152479 -1.1460418012717666 -1.719458072606155 0.0683799323460186 0.3464336223773228 0.7282060826369533 0.10824112 69879.26530289189 True 0.0444565697179243 52.58552969993258 -4.591839430617728 0.2547101886510337 True 90.215
0.0742175605830262 347.0804477685055 1.3473333930708544 1.1809524348935665 0.0118773619115031 0.0222879993540534 0.0 1.4473291907966248 1.268599843775952 12.172478470105794 12.194634419268713 484.9008444791844 1046.3720811974072 1.0555323994663928 1.0959109980162325 1.2213468577145858 5.536013192301214 -1.230760325694745 2230762428.530396 4 1.0555323994663928 -2.266163299146299 0.1835437161620952 0.1737586429772032 -0.7591304236789911 -1.4178091565782325 0.0879637101379872 0.2407990234490487 0.5754556149775739 0.036520954 70063.00980937958 False 0.283761933975472 51.149798717596944 -3.6301970870169993 0.07424839074106433 True 149.792
0.5027735938538729 2940.429259065292 1.5014579895353868 1.2246168088793437 0.0003828007904789 0.0006950201704016 0.0 2.256351418954704 1.8403218029734727 12.12964363505749 12.190203229436127 244.2691093066284 851.0423319912018 2.657113425636728 1.9012001033983208 0.977604714855874 5.338615709596698 -1.0853006983811502 2221849169.581764 2 0.4844792279530653 -2.0451276381225894 0.2052373948466039 0.3287470377381069 -0.7507069749043965 -1.2328158141609342 0.0904016169940974 0.3288389862586776 0.6677279594666267 0.048368994 69959.84709006672 True 0.0907138785228188 52.20150214359996 -1.360958341535563 0.5045950663899988 True 50.21
