inclination_EM has_grb thetaCore eta_gamma log10_Egamma_fermi_gbm log10_Egamma_swift_bat log10_Egamma_gecam log10_Ekin_iso log10_n0 fermi_detected swift_detected gecam_detected eclair_detected redshift luminosity_distance prompt_collapse
1.13669926451731 True 0.115806925603854 0.13579274824827875 -156.00377662397545 -inf -106.67273577638593 50.44924662919069 -1.8984293713766447 False False False False 4.111463299326314 37924.635676473816 1
1.4287788428226151 True 0.23209088997802074 0.06456481686590297 -234.87733867392313 -inf -165.9887926432203 48.429149308082735 -3.6408673532398095 False False False False 5.344126295990454 51614.17639904221 1
0.9584201321577066 False 0.11330516589340708 0.017860557754870464 0.0 0.0 0.0 51.98053121295796 -1.5888956101392244 False False False False 0.8333594547729719 5431.271522366544 2
1.4397326287247227 True 0.017038952364942902 0.030917461644690176 -119.29516849085346 -262.69886143123676 -79.19638287954788 53.408806774708914 -4.79206874237902 False False False False 0.9029531613519532 5993.904640518024 3
0.9401949565505632 True 0.29447804668390987 0.1295754390774091 33.67731119827372 26.408201443811322 35.76691439107263 51.00445242674607 -4.5489441017080265 False False False False 0.2723920071700308 1434.9681944364556 1
1.3218776829507766 True 0.32898509474285675 0.02117411013982152 -22.082156724190753 -75.43414917239453 -7.121535089144649 49.11943685958932 -4.0927870421357895 False False False False 1.7910119852442357 13930.08910048746 1
1.2603211567313006 True 0.1167435058889532 0.015052896218840612 -165.39280707791096 -inf -114.10236105705512 49.912921539487584 -0.7664479090266463 False False False False 3.2121106760564686 28273.247371287416 1
0.3274613493838889 True 0.32668457619404534 0.1442614213903263 48.36187757475208 47.675634017075275 48.36287027025614 49.253975203182385 -2.33306348865326 False False False False 0.9525947240782244 6402.045049875669 1
1.2514785715395302 False 0.18974985653195067 0.0723750922443674 0.0 0.0 0.0 51.00841312373239 -4.71729520208361 False False False False 1.2274326864981808 8751.163670200911 4
0.4694807777228275 False 0.14343097679113875 0.016904856438983228 0.0 0.0 0.0 -inf -1.6725884504189552 False False False False 2.015377346325665 16092.811123484433 1
1.4008699221561176 True 0.17461946766956898 0.03398254191539273 -98.46935876470435 -222.44534404154993 -63.80223570773283 51.03192350840182 -4.313429492755728 False False False False 1.7281547244764293 13333.238494415187 1
0.9909108301176128 True 0.040902164374405414 0.13611304630794893 -35.51791973026049 -101.20560138272008 -17.14035839056411 50.00124128826479 -3.0853245867149215 False False False False 0.8917081491101008 5902.221918765386 1
0.7726366450027092 True 0.06294454811762996 0.1168892160284444 -15.01262478938171 -63.52032135437243 -1.4137154254852302 50.88582056814244 -2.277125153818184 False False False False 1.6669031215261043 12755.762962837098 1
1.3961852400821242 True 0.2637856329459713 0.04923297685573282 -60.94118051006552 -150.13217408960952 -35.99000182633373 49.75503594805674 -4.282572430121519 False False False False 1.794902251414025 13967.165242927977 1
1.471180581970813 True 0.2682877640282122 0.05295507024040859 -71.68139077295163 -168.49821003420726 -44.59973645339022 47.43394441800912 -2.492188935766756 False False False False 1.646568364282487 12564.981625646838 1
1.517546742742398 False 0.021260417233089534 0.13851836000870996 0.0 0.0 0.0 53.45349786356169 -4.969649504084315 False False False False 0.7184022894931766 4528.565832514227 4
0.2524353248499395 False 0.07211146522309982 0.03127796910987392 0.0 0.0 0.0 52.304305524160824 -1.3359813432831444 False False False False 0.847267830644379 5542.787921345124 3
1.4876768312112156 True 0.11473358414237289 0.021412636511867127 -77.04348124523582 -181.7203750709212 -47.78125013011853 51.93067715423001 -4.215042726712795 False False False False 0.6767111636466014 4210.141907368632 1
0.5210785384415711 False 0.22167476901252076 0.05322315503007954 0.0 0.0 0.0 50.82561292111395 -4.3301994509637085 False False False False 1.9130232006425425 15100.189384010122 3
1.0816322002280447 True 0.06118492015035791 0.04341580081125428 -73.78614291724017 -175.63268341156936 -45.315187614415734 51.830058731499335 -3.6944535987689098 False False False False 1.6526746465660245 12622.22116856171 1
0.2625546415362204 False 0.08500163605631558 0.048397578786823235 0.0 0.0 0.0 52.09570437768941 -1.0392138869852903 False False False False 1.391794899853101 10217.711578484725 3
0.93787509807664 True 0.0488961002578513 0.050354328218727054 -68.05075407872407 -162.65705100691346 -41.60371438456447 49.51099977177195 -0.11170851041018448 False False False False 2.1554548094580697 17466.360428283366 1
1.3227237853563216 False 0.25498230006516304 0.06411092095680847 0.0 0.0 0.0 51.15809008628647 -1.9349723386835156 False False False False 2.159007272523119 17501.410085920306 2
0.550374483041518 True 0.09683698304619344 0.0349840827173953 17.484794261067726 -0.7719510041775649 22.66084064515115 48.875866937868096 -1.2163438355645182 False False False False 2.18694776579342 17777.438335080613 1
0.8318423669157676 False 0.09802329464807708 0.09732736523644679 0.0 0.0 0.0 52.298200221698174 -0.5383685950787207 False False False False 0.9946816143944128 6752.261504484184 4
1.0537935264889708 False 0.24548069499738678 0.11412916623406388 0.0 0.0 0.0 51.350153518300594 -2.627855708422992 False False False False 1.2670204075038356 9100.580657104709 4
1.434237840308639 True 0.28372480456785315 0.04443839087014321 -143.20175016151092 -inf -97.30393282184309 49.83773321285085 -4.331131153676607 False False False False 4.159634800851677 38450.58920635153 1
1.3092411647475233 True 0.43921724947579466 0.1458374211819275 20.92909650740729 3.168077766762743 25.965024421032382 50.743631787501805 -1.4611061994165446 False False False False 1.1482151100304 8059.780749026072 1
0.4647292023466685 True 0.31024068775247043 0.06724666516175225 48.205634549837406 47.80306896777393 48.20810629929627 49.76128854641562 -4.723562401841141 False False False False 2.0814164229365564 16738.269251677073 1
0.7760292888115355 True 0.11132975975298727 0.10218708208475759 -11.025744997113208 -55.490076778996006 1.4470081384598152 49.8916871353833 -1.7772537135933488 False False False False 2.3060308160967065 18960.81715929996 1
