redshift luminosity_distance mass_1_source mass_2_source chi_eff chi_1 chi_2 mass_1 mass_2 radius_1 radius_2 lambda_1 lambda_2 theta_jn phase psi ra dec geocent_time prompt_collapse inclination_EM log10_mej_dyn v_ej_dyn Ye_dyn log10_mdisk log10_mej_wind v_ej_wind Ye_wind chi_BH Ebv trigger_time redshift luminosity_distance prompt_collapse has_grb thetaCore log10_Ekin_iso log10_n0 afterglow_detected
0.283299751397675 1500.916892325738 1.3977809658903717 1.3351897463998157 0.0045264809152101 0.0 0.0092651548623452 1.7937719660355156 1.7134486696236082 12.162139027163102 12.175432596660851 387.1192578713428 511.4927295171445 2.369477395020409 5.378618965097536 0.5340173748421628 5.606033427788644 0.7089647421802937 2235172126.034012 2 0.772115258569384 -2.266830333179173 0.2056165546054452 0.3449203079677314 -0.7662609892911526 -1.1664159869195532 0.1360416853681689 0.2939778602007329 0.6866311580228585 0.6377689 70114.0479749307 0.283299751397675 1500.916892325738 2 True 0.2543598214534004 51.0703540638893 -1.265642808415579 True
0.2556087729526395 1334.641734228063 1.3556181189911856 1.3317629556911048 0.0149448719475267 0.029626755110961 0.0 1.7021260029788878 1.6721732506590885 12.171001406828267 12.175432596660851 466.4397492617634 519.5316476250608 0.8368174472378209 4.934280060977993 2.057143487933224 0.4675587051162326 0.8163680885541316 2239045701.134351 4 0.8368174472378209 -2.292347078035008 0.2007414931434837 0.306195151460745 -0.7536589417337651 -0.9804417337873484 0.0715706221269402 0.2921161883056719 0.6677301478326365 0.13556263 70158.8810200735 0.2556087729526395 1334.641734228063 4 False 0.0956509323937429 51.78931178178204 -3.967655513351729 False
0.2102028187631806 1070.3926360062644 1.39089797881129 1.3415397340655246 0.0142180307862107 0.0 0.0289591746979805 1.683268654569434 1.6235351676489056 12.163616090440629 12.173955533383324 398.2055772883715 498.1397589266268 1.1469157442853497 0.7363530189082258 0.4598996295249894 0.9211181071342266 0.7283273536126629 2237841506.993576 2 1.1469157442853497 -2.272808791644397 0.2055577020749742 0.2133063806278203 -0.7628348381955756 -0.902763602606764 0.1310411391998315 0.2027458992496295 0.6867277510065024 0.24986482 70144.94358788861 0.2102028187631806 1070.3926360062644 2 False 0.1542836017818365 -inf -3.5334571578916414 False
0.2199002872586866 1125.9294394813676 1.365061070965896 1.3158581885939278 0.0059351245554421 0.0116563207808076 0.0 1.6652383925969472 1.6052157822574276 12.16952434355074 12.178386723215905 447.0038631114382 558.5755907707327 2.11630801601579 2.551047280756263 1.087034523220656 1.3404152502996014 -1.2378901045170672 2223952775.6755824 3 1.0252846375740032 -2.286743868489618 0.2000463452840474 0.2734521882404994 -0.7626572603714233 -0.9227553182671422 0.0756517376718786 0.3981119344527425 0.6643639110563557 0.19217077 69984.19438281925 0.2199002872586866 1125.9294394813676 3 False 0.0517316554280602 52.06675401466774 -1.342108295674497 False
0.3072860394549018 1647.9581819898672 1.3477702830384473 1.2147677747901071 0.0240501161978853 0.0457268859744714 0.0 1.7619212754083438 1.5880489531628037 12.172478470105794 12.191680292713654 483.3762910651602 891.7026624846009 2.695538193825413 5.355429507099613 1.668303367939345 2.256201989962788 0.7642633686756634 2226693316.3166537 3 0.4460544597643802 -2.285004025057532 0.1873278764464619 0.3338087095438941 -0.7621016598246734 -1.027938766863059 0.0995768757250562 0.3394836305190515 0.5991967199142122 0.025501212 70015.91360320202 0.3072860394549018 1647.9581819898672 3 False 0.23024885948369 50.8127304745368 -1.1127645550115304 False
0.2087011355952744 1061.837131107164 1.3539141833324675 1.2598269684002985 0.021635575497907 0.0417676354354391 0.0 1.6364776108925023 1.5227542873589923 12.171852712934449 12.187249102881072 470.54242225209606 723.1093501084632 2.6983702093731226 2.495528057503761 1.9397381372206963 0.5223607343363456 -0.928275057857481 2227251969.5458536 3 0.4432224442166706 -2.2908791030804774 0.1928528001577265 0.2083577063214269 -0.7695992482432937 -0.9541961578595036 0.1222895993638377 0.2876344668850895 0.6298383047351287 0.023379294 70022.37949705849 0.2087011355952744 1061.837131107164 3 False 0.1592949630270798 49.6034506606283 -1.7643073330528614 False
0.2288113322750112 1177.397997293474 1.51228005789783 1.24151978926508 0.0563702515154594 0.1026479118051654 0.0 1.858306872718364 1.5255935862926144 12.125212445224909 12.1887261661586 234.08689907308263 786.3158882500991 0.8238006557725367 5.192361840587135 3.133235175903346 4.460699339462581 0.4842859126732546 2220261720.103982 3 0.8238006557725367 -2.053726265539144 0.2083336189578348 0.3070821071099993 -0.6703347546963401 -1.294788045809205 0.1437032016424829 0.3376596891686578 0.6803322241419367 0.09301671 69941.47383222201 0.2288113322750112 1177.397997293474 3 True 0.3388440241755528 51.123883298139646 -4.7068240544518325 True
0.2621902990358347 1373.8176512894424 1.3348093678623183 1.2815124519713093 0.0067688487474248 0.0132674276188236 0.0 1.684783435177973 1.6175125849718126 12.175432596660851 12.18429497632602 512.9572188194707 653.532758034682 0.8768430111939364 3.3294268306167742 1.4813997692760028 5.378346075501358 -0.910818585243723 2225287154.2976794 3 0.8768430111939364 -2.317035350632075 0.193152753980948 0.1881994881599141 -0.7638882415883066 -1.1412834702255363 0.1492631927757381 0.3044501150587702 0.6327724066923477 0.030622076 69999.63857983425 0.2621902990358347 1373.8176512894424 3 False 0.1467153750245865 51.29583320051602 -0.8380548228211717 False
0.2799464957143862 1480.581147009051 1.4180591798641515 1.3197140905368263 0.007817789631947 0.0 0.0162181609194278 1.8150398779827368 1.689163425527509 12.156230774052991 12.178386723215905 353.98651824517407 548.8394009932513 0.6463871196665282 3.899723407192413 1.0576956549501193 0.2913647331353387 -0.5150431783878723 2225492309.797459 2 0.6463871196665282 -2.24403940775696 0.2061692322245045 0.2161918576111973 -0.7702602721656502 -0.9980244082971932 0.074876170528512 0.3164677886045379 0.6873545733826477 0.022522036 70002.01306478541 0.2799464957143862 1480.581147009051 2 False 0.0833502782289997 51.914591534859774 -4.033112402285664 False
0.0990162291760692 470.88271867900505 1.3231696009535387 1.22140862783748 0.0102006178535232 0.0196167370317357 0.0 1.4541848654003624 1.3423479044490645 12.176909659938378 12.190203229436127 540.2380919299027 864.0323790091447 1.6984190905676095 5.0348568665060265 3.12905156096582 0.9715360202965136 -0.330510807138561 2236832285.30056 3 1.4431735630221838 -2.33545845456721 0.1854787213449877 0.2483160694629596 -0.7689393811251917 -0.9325466891077084 0.1254826262807865 0.208089217086306 0.5905896275270849 0.080204815 70133.26278125648 0.0990162291760692 470.88271867900505 3 False 0.2254167076510947 -inf -3.419899778775146 False
